0,1
"looking for status of flight 1388 schedule for 5:15 am tomorrow morning, thank you","search for flight status 1388 hours for 5:15 in the morning, thank you"
"i already landed! but, if you still care it was 1891. thanks for the help though!, do you k ow what caused the failure?","I've already landed! But if you still care, it was in 1891. Thanks for the help! You know what caused failure?"
anything you can do?,Can you do something?
she doesn't have twitter.,She doesn't have a twitter.
"yea no worries. i'm just going home to denver. not your fault, weather sucks bad.","You're not worried. I'm going home. Not your fault, time sucks."
what is the status of flight 1675 tomorrow,which is the status of flight 1675 tomorrow
your logo looks like 3d glasses.,Your logo looks like 3d glasses.
dallas/fort worth flight number 5320,dallas/fort for flight 5320
if you could get the gate crew to help us off flt 5350 that would be great....,If you could bring the crew from the door to help us leave the 5350 flt that would be great.
yes. he's in the next flight,Yes. He's in the next flight.
"hi, i have my name, email, and aadvantage but website won't let me reset password. can we troubleshoot together? thanks!","Hello, I have my name, email, and advantage, but the site will not let me reset password. Can we solve it together? Thank you!"
still looking as we speak.,Always talking.
"know that i could use that for a flight into canada. by they time they figured it out, it was too late flight to check our bags","I know I could use this for a canada flight. When they arrived, it was too late to check our bags."
its adolfo garcia,his adolfo garcia
"my friend needs some help on her flt (she's not on twiiter), can i dm you her info?","My friend needs help on her flt (she's not on twiiter,) can we tell her his info?"
thanks. bummer. poor planning on my part. i assume the card in passbook won't work either?,Thank you. I'm having a bad planning. I guess the card in the book won't work either?
a true ...the national mall,a true .the national mall
i know you are getting pummeled tonight we were one of the lucky out of just one more,"I know you're pissing yourself tonight, we were lucky to have one more."
and gold status too.,And gold too.
i'm on tmrw from cun dfw. final dest'n is ord. seeing freezing rain in dfw all morning. should i change my connection?,I'm on cun dfw's tmrw. The last dest'n is ord. see the frozen rain in the rain all morning. Should I change my connection?
you set a schedule try and keep it !!! flight,you define a program try and keep it!!! flight
what do kids aged 11 and 12 need to fly with aa internally within the usa. thanks for confirming,that children 11 and 12 years of age must fly with aa inside the masa. Thank you for confirming
please help aa 2258 monday cancelled flightled. can you advise on reflight booking problems / refund. have children and need to make plans now,Please help aa 2258 Monday cancelled flight. can advise you on reflight/refund booking problems. have children and need to make plans now
dm sent. answer me please,dm sent. Answer me.
american airlines.,American airlines.
i just dmed you,I killed you.
why is it most first class passengers now request the sand which from coach ?,Why do most first-class passengers now ask the coach's sand?
flight 1512 (n924an) departs enroute to,Flight 1512 (n924an) is on the way to
checking into a flight on your website is about as easy as asking a bear to shit in a toilet,check a flight on your site is as easy as asking a bear to shit in a toilet
educate bohol is a 501(c)(3) w/all volunteer staff. i can help the kids or buy a plane ticket--i can't do both. can you help?,educating the bohol is a 501(c)(3 w/all volunteer staff. I can help the kids or buy a plane ticket. I can't do both. Can you help?
"i need to get from albuquerque, nm, usa, to cebu, philippines. i'm providing educational help for 800 kids. can you help me?","I have to go to abuquerque, nm, usa, cebu, Filipino. I'm giving 800 children educational help. Can you help me?"
"how,about more@blacklist too!!","how, about more@blacklist too!"
sean if you look at the aa schedule it sometimes gives you a clue if new'airplanes are used. they are gr8,"sean if you look at schedule aa, it sometimes gives you a clue if new planes are used. they're gr8"
"this looks like jfk - had a great pic of the oneworld jets lined up on the opposite side berlin, lan and aa.","it looks like jfk - had a big picture of the world jets aligned on the opposite side berlin, lan and aa."
i did hear a last call for boarding of this flight when i was at jfk a few hours ago. good luck w/flights!,I heard a last call on this flight when I was in jfk a few hours ago. Good luck w/flights!
"yo, could that be a catering truck before mine eyes? unmoving?",Could it be a catering truck in front of my eyes? - No.
both pictures taken at the same time but which is right?,the two photos taken at the same time but who is true?
901 to to participate at representing,901 to participate in the representation
are you now flying 763s to madrid from jfk or is this dfw/ord? huge !!,Are you flying 763s from jfk or is it dfw/ord? Huge!
who's your pick for best picture? i don't want to board your airline until i know,Who's your choice for the best picture? I don't want to board your company until I know
8:30 departure? sure. is there a catering strike at jfk?,8:30? Of course. Is there a jfk restoration strike?
